Index,keyword,context,img_1,img_2,img_3,img_4,img_5,img_6,img_7,img_8,img_9,img_10,gold_key
8737,widow's-peak,widow's-peak peak,image.340.jpg,image.1241.jpg,image.8929.jpg,image.343.jpg,image.11590.jpg,image.3298.jpg,image.5138.jpg,image.344.jpg,image.342.jpg,image.9446.jpg,image.8929.jpg
5827,sateen,sateen fabric,image.340.jpg,image.7143.jpg,image.11413.jpg,image.1383.jpg,image.8385.jpg,image.343.jpg,image.344.jpg,image.8697.jpg,image.342.jpg,image.6976.jpg,image.6976.jpg
7961,dicamptodonidae,dicamptodonidae salamander,image.3.jpg,image.6581.jpg,image.4.jpg,image.1.jpg,image.2.jpg,image.5.jpg,image.10840.jpg,image.13212.jpg,image.6589.jpg,image.7921.jpg,image.10840.jpg
5887,galega,galega genus,image.3.jpg,image.7072.jpg,image.13299.jpg,image.6866.jpg,image.4.jpg,image.1.jpg,image.2.jpg,image.5.jpg,image.12936.jpg,image.8978.jpg,image.13299.jpg
2355,mamey,mamey fruittree,image.3.jpg,image.4866.jpg,image.4.jpg,image.1.jpg,image.2.jpg,image.5.jpg,image.5138.jpg,image.7362.jpg,image.7882.jpg,image.3989.jpg,image.7882.jpg
6036,hamelia,hamelia shrub,image.3.jpg,image.5986.jpg,image.4.jpg,image.6547.jpg,image.1.jpg,image.2.jpg,image.2505.jpg,image.5.jpg,image.9350.jpg,image.7802.jpg,image.5986.jpg
4798,eelpout,eelpout zoarcid,image.3.jpg,image.4962.jpg,image.3660.jpg,image.6533.jpg,image.4.jpg,image.1.jpg,image.2.jpg,image.5.jpg,image.1440.jpg,image.8855.jpg,image.6533.jpg
11124,chloris,chloris genus,image.3.jpg,image.11459.jpg,image.4.jpg,image.1.jpg,image.2.jpg,image.1212.jpg,image.6504.jpg,image.5.jpg,image.5316.jpg,image.9554.jpg,image.1212.jpg
4592,fugu,fugu blowfish,image.11161.jpg,image.1106.jpg,image.436.jpg,image.10019.jpg,image.1173.jpg,image.437.jpg,image.12835.jpg,image.434.jpg,image.1685.jpg,image.433.jpg,image.1173.jpg
8656,adventure,adventure task,image.1474.jpg,image.9366.jpg,image.1475.jpg,image.1478.jpg,image.1348.jpg,image.11879.jpg,image.1477.jpg,image.1476.jpg,image.9.jpg,image.12553.jpg,image.12553.jpg
163,loam,loam soil,image.2419.jpg,image.2420.jpg,image.39.jpg,image.2421.jpg,image.40.jpg,image.37.jpg,image.2423.jpg,image.38.jpg,image.2422.jpg,image.36.jpg,image.2419.jpg
11919,hematoma,hematoma intumescence,image.3324.jpg,image.4284.jpg,image.734.jpg,image.786.jpg,image.4332.jpg,image.3268.jpg,image.444.jpg,image.9776.jpg,image.11765.jpg,image.14196.jpg,image.11765.jpg
12138,generation,generation station,image.293.jpg,image.11251.jpg,image.3836.jpg,image.292.jpg,image.7969.jpg,image.294.jpg,image.290.jpg,image.291.jpg,image.7554.jpg,image.11923.jpg,image.3836.jpg
12584,stacker,stacker laborer,image.1701.jpg,image.13012.jpg,image.1700.jpg,image.623.jpg,image.1702.jpg,image.3385.jpg,image.651.jpg,image.6012.jpg,image.1699.jpg,image.1698.jpg,image.623.jpg
7380,injury,injury accident,image.315.jpg,image.13624.jpg,image.11989.jpg,image.14013.jpg,image.1058.jpg,image.1343.jpg,image.786.jpg,image.6149.jpg,image.157.jpg,image.14024.jpg,image.14024.jpg
12813,tamandua,tamandua anteater,image.3.jpg,image.2300.jpg,image.4.jpg,image.1.jpg,image.2.jpg,image.13256.jpg,image.14375.jpg,image.11829.jpg,image.5.jpg,image.7353.jpg,image.11829.jpg
10201,mutinus,mutinus genus,image.3.jpg,image.200.jpg,image.4.jpg,image.1.jpg,image.2.jpg,image.12200.jpg,image.5.jpg,image.12975.jpg,image.6350.jpg,image.9077.jpg,image.200.jpg
6356,surf,surf glide,image.8359.jpg,image.15638.jpg,image.548.jpg,image.2185.jpg,image.12693.jpg,image.600.jpg,image.6444.jpg,image.6203.jpg,image.16113.jpg,image.1721.jpg,image.8359.jpg
9092,scream,scream shout,image.12245.jpg,image.2913.jpg,image.11125.jpg,image.13664.jpg,image.13141.jpg,image.10539.jpg,image.14987.jpg,image.10701.jpg,image.6524.jpg,image.6313.jpg,image.13141.jpg
5542,ecm,ecm ewsp,image.58.jpg,image.5970.jpg,image.59.jpg,image.16615.jpg,image.57.jpg,image.56.jpg,image.11075.jpg,image.5712.jpg,image.11076.jpg,image.60.jpg,image.11076.jpg
6007,support,support give,image.9636.jpg,image.10452.jpg,image.10505.jpg,image.5253.jpg,image.14201.jpg,image.362.jpg,image.8111.jpg,image.7033.jpg,image.4804.jpg,image.2659.jpg,image.362.jpg
7993,adore,adore love,image.622.jpg,image.5108.jpg,image.13081.jpg,image.9348.jpg,image.5384.jpg,image.9376.jpg,image.7834.jpg,image.8895.jpg,image.4553.jpg,image.671.jpg,image.9376.jpg
7638,bbb,bbb barrier,image.1449.jpg,image.5008.jpg,image.3361.jpg,image.9138.jpg,image.786.jpg,image.2967.jpg,image.10823.jpg,image.14506.jpg,image.99.jpg,image.13183.jpg,image.5008.jpg
6793,dysentery,dysentery infectious,image.12066.jpg,image.10505.jpg,image.786.jpg,image.6785.jpg,image.3427.jpg,image.8901.jpg,image.4576.jpg,image.4827.jpg,image.300.jpg,image.8670.jpg,image.300.jpg
7758,oscar,oscar accolade,image.2883.jpg,image.6322.jpg,image.1331.jpg,image.10995.jpg,image.2885.jpg,image.2884.jpg,image.6301.jpg,image.2882.jpg,image.2881.jpg,image.8209.jpg,image.6322.jpg
4837,delonix,delonix genus,image.3.jpg,image.14392.jpg,image.4.jpg,image.1.jpg,image.2.jpg,image.1703.jpg,image.5.jpg,image.5883.jpg,image.9352.jpg,image.13685.jpg,image.14392.jpg
2293,gallfly,gallfly wasp,image.3.jpg,image.11886.jpg,image.4.jpg,image.3280.jpg,image.1.jpg,image.2.jpg,image.3757.jpg,image.5276.jpg,image.5.jpg,image.10182.jpg,image.5276.jpg
6548,shooting-ranges,shooting-ranges range,image.4318.jpg,image.186.jpg,image.13362.jpg,image.188.jpg,image.189.jpg,image.7235.jpg,image.187.jpg,image.4844.jpg,image.4369.jpg,image.3246.jpg,image.4318.jpg
7898,rhinoplasty,rhinoplasty rhytidectomy,image.7454.jpg,image.11551.jpg,image.786.jpg,image.8558.jpg,image.6371.jpg,image.4077.jpg,image.8444.jpg,image.14462.jpg,image.9249.jpg,image.4778.jpg,image.4077.jpg
4481,riposte,riposte countermove,image.10026.jpg,image.5278.jpg,image.186.jpg,image.15099.jpg,image.188.jpg,image.189.jpg,image.7655.jpg,image.8368.jpg,image.187.jpg,image.4376.jpg,image.10026.jpg
3716,prunus,prunus genus,image.3.jpg,image.12384.jpg,image.4.jpg,image.1308.jpg,image.1.jpg,image.2.jpg,image.5.jpg,image.8912.jpg,image.2659.jpg,image.4683.jpg,image.2659.jpg
6140,vizsla,vizsla pointer,image.3.jpg,image.3121.jpg,image.13469.jpg,image.4.jpg,image.999.jpg,image.1.jpg,image.2.jpg,image.5.jpg,image.3767.jpg,image.10089.jpg,image.13469.jpg
9956,solanum,solanum genus,image.3.jpg,image.6357.jpg,image.4.jpg,image.1.jpg,image.2.jpg,image.5054.jpg,image.5.jpg,image.13880.jpg,image.11833.jpg,image.10194.jpg,image.13880.jpg
1549,serve,serve work,image.7988.jpg,image.11934.jpg,image.11389.jpg,image.11936.jpg,image.523.jpg,image.9423.jpg,image.2549.jpg,image.11935.jpg,image.3459.jpg,image.3989.jpg,image.11934.jpg
10331,capsella,capsella genus,image.3.jpg,image.9343.jpg,image.4.jpg,image.1.jpg,image.2.jpg,image.5984.jpg,image.5.jpg,image.1421.jpg,image.10260.jpg,image.1974.jpg,image.10260.jpg
2044,fraction,fraction rationalnumbers,image.7658.jpg,image.8815.jpg,image.13175.jpg,image.290.jpg,image.3473.jpg,image.10144.jpg,image.9968.jpg,image.3474.jpg,image.6816.jpg,image.3472.jpg,image.6816.jpg
767,butcher,butcher specialist,image.1701.jpg,image.1700.jpg,image.1702.jpg,image.614.jpg,image.8043.jpg,image.8252.jpg,image.1699.jpg,image.7522.jpg,image.2951.jpg,image.1698.jpg,image.8252.jpg
5693,chalcidfly,chalcidfly hymenopteran,image.3.jpg,image.6627.jpg,image.2475.jpg,image.4.jpg,image.1.jpg,image.2.jpg,image.5.jpg,image.12936.jpg,image.7165.jpg,image.8843.jpg,image.2475.jpg
7870,scald,scald burn,image.5585.jpg,image.2534.jpg,image.9482.jpg,image.7436.jpg,image.3797.jpg,image.2824.jpg,image.13483.jpg,image.2261.jpg,image.13646.jpg,image.8009.jpg,image.8009.jpg
9700,tremellales,tremellales order,image.3.jpg,image.4.jpg,image.3465.jpg,image.1.jpg,image.2.jpg,image.3426.jpg,image.13963.jpg,image.5288.jpg,image.5.jpg,image.11143.jpg,image.3465.jpg
7857,pyxis,pyxis box,image.723.jpg,image.867.jpg,image.1628.jpg,image.6303.jpg,image.726.jpg,image.362.jpg,image.722.jpg,image.14792.jpg,image.724.jpg,image.725.jpg,image.1628.jpg
3302,cuff,cuff fetter,image.9852.jpg,image.12893.jpg,image.8452.jpg,image.5611.jpg,image.1987.jpg,image.4634.jpg,image.8895.jpg,image.7369.jpg,image.1482.jpg,image.12515.jpg,image.4634.jpg
4517,hermissenda,hermissenda genus,image.3.jpg,image.13827.jpg,image.2421.jpg,image.4.jpg,image.1586.jpg,image.12720.jpg,image.5266.jpg,image.1.jpg,image.2.jpg,image.5.jpg,image.5266.jpg
11676,colitis,colitis inflammation,image.15290.jpg,image.13916.jpg,image.9931.jpg,image.786.jpg,image.13521.jpg,image.2140.jpg,image.11790.jpg,image.5010.jpg,image.14115.jpg,image.16077.jpg,image.15290.jpg
11050,paddlewheel,paddlewheel wheel,image.293.jpg,image.3912.jpg,image.292.jpg,image.1810.jpg,image.294.jpg,image.5347.jpg,image.290.jpg,image.291.jpg,image.13272.jpg,image.8288.jpg,image.8288.jpg
3292,hiv,hiv retrovirus,image.3504.jpg,image.786.jpg,image.9956.jpg,image.5584.jpg,image.1409.jpg,image.4016.jpg,image.4894.jpg,image.9549.jpg,image.5609.jpg,image.12432.jpg,image.3504.jpg
9011,phragmipedium,phragmipedium genus,image.3.jpg,image.12132.jpg,image.4.jpg,image.744.jpg,image.1.jpg,image.2.jpg,image.10883.jpg,image.6312.jpg,image.11624.jpg,image.5.jpg,image.11624.jpg
1403,slate,slate sedimentary,image.11148.jpg,image.11442.jpg,image.11443.jpg,image.39.jpg,image.6901.jpg,image.40.jpg,image.37.jpg,image.38.jpg,image.36.jpg,image.9816.jpg,image.9816.jpg
1382,syringe,syringe spray,image.11346.jpg,image.2546.jpg,image.11376.jpg,image.11377.jpg,image.2998.jpg,image.9021.jpg,image.3868.jpg,image.10013.jpg,image.5219.jpg,image.1526.jpg,image.11346.jpg
10340,guillotine,guillotine execution,image.58.jpg,image.59.jpg,image.11696.jpg,image.57.jpg,image.10189.jpg,image.15909.jpg,image.56.jpg,image.12650.jpg,image.4358.jpg,image.60.jpg,image.15909.jpg
6928,podium,podium foot,image.3.jpg,image.11824.jpg,image.4.jpg,image.1.jpg,image.2.jpg,image.3426.jpg,image.4029.jpg,image.5.jpg,image.4549.jpg,image.12407.jpg,image.12407.jpg
5671,poop,poop feces,image.2126.jpg,image.14029.jpg,image.786.jpg,image.3017.jpg,image.1195.jpg,image.4820.jpg,image.6781.jpg,image.5826.jpg,image.5436.jpg,image.8801.jpg,image.1195.jpg
1638,elaeocarpaceae,elaeocarpaceae family,image.3.jpg,image.11161.jpg,image.6280.jpg,image.4812.jpg,image.4.jpg,image.4003.jpg,image.1.jpg,image.2.jpg,image.5.jpg,image.9634.jpg,image.4812.jpg
12607,cheme,cheme technology,image.2673.jpg,image.1718.jpg,image.12891.jpg,image.10252.jpg,image.224.jpg,image.2313.jpg,image.3206.jpg,image.222.jpg,image.2020.jpg,image.220.jpg,image.2020.jpg
6907,toolbox,toolbox chest,image.10735.jpg,image.293.jpg,image.4320.jpg,image.13324.jpg,image.292.jpg,image.6428.jpg,image.294.jpg,image.290.jpg,image.4270.jpg,image.291.jpg,image.10735.jpg
8591,sennenhunde,sennenhunde dog,image.3.jpg,image.9305.jpg,image.8796.jpg,image.13797.jpg,image.4.jpg,image.1.jpg,image.2.jpg,image.14117.jpg,image.5821.jpg,image.5.jpg,image.13797.jpg
6406,get,get experience,image.3079.jpg,image.10435.jpg,image.5986.jpg,image.12385.jpg,image.2556.jpg,image.786.jpg,image.1599.jpg,image.962.jpg,image.8844.jpg,image.8074.jpg,image.2556.jpg
9074,light,light spectrum,image.5951.jpg,image.4534.jpg,image.8707.jpg,image.6798.jpg,image.5333.jpg,image.11414.jpg,image.11691.jpg,image.4533.jpg,image.5781.jpg,image.9249.jpg,image.5333.jpg
1179,kilt,kilt skirt,image.340.jpg,image.440.jpg,image.5491.jpg,image.343.jpg,image.10539.jpg,image.7891.jpg,image.344.jpg,image.7165.jpg,image.342.jpg,image.10540.jpg,image.5491.jpg
5448,breadliner,breadliner charity,image.2438.jpg,image.436.jpg,image.5032.jpg,image.3984.jpg,image.3626.jpg,image.437.jpg,image.12722.jpg,image.434.jpg,image.12963.jpg,image.433.jpg,image.12963.jpg
10322,clamber,clamber climb,image.106.jpg,image.186.jpg,image.188.jpg,image.5492.jpg,image.744.jpg,image.13415.jpg,image.189.jpg,image.187.jpg,image.7642.jpg,image.13711.jpg,image.13415.jpg
5078,cunner,cunner wrasse,image.3.jpg,image.206.jpg,image.6083.jpg,image.4.jpg,image.1.jpg,image.2.jpg,image.1703.jpg,image.1920.jpg,image.5.jpg,image.1286.jpg,image.206.jpg
8648,conglomerate,conglomerate rock,image.11856.jpg,image.1971.jpg,image.11616.jpg,image.39.jpg,image.4147.jpg,image.40.jpg,image.37.jpg,image.38.jpg,image.36.jpg,image.2022.jpg,image.2022.jpg
5175,pastrami,pastrami beef,image.609.jpg,image.436.jpg,image.5907.jpg,image.8493.jpg,image.13044.jpg,image.437.jpg,image.10107.jpg,image.11306.jpg,image.434.jpg,image.433.jpg,image.609.jpg
10142,microdipodops,microdipodops rat,image.3.jpg,image.13149.jpg,image.4.jpg,image.10573.jpg,image.1.jpg,image.2.jpg,image.3754.jpg,image.5.jpg,image.7026.jpg,image.13062.jpg,image.7026.jpg
689,lithotomy,lithotomy ablation,image.7712.jpg,image.786.jpg,image.7706.jpg,image.6572.jpg,image.7715.jpg,image.7714.jpg,image.7713.jpg,image.1260.jpg,image.7711.jpg,image.196.jpg,image.7706.jpg
11386,fringilla,fringilla genus,image.3.jpg,image.11599.jpg,image.4.jpg,image.11981.jpg,image.1599.jpg,image.1.jpg,image.2.jpg,image.5.jpg,image.9868.jpg,image.8247.jpg,image.8247.jpg
6525,chironomus,chironomus genus,image.3.jpg,image.4.jpg,image.1543.jpg,image.11201.jpg,image.1.jpg,image.2.jpg,image.5.jpg,image.11978.jpg,image.7129.jpg,image.3989.jpg,image.11978.jpg
12637,pier,pier platform,image.881.jpg,image.11761.jpg,image.12251.jpg,image.9677.jpg,image.7771.jpg,image.3757.jpg,image.11979.jpg,image.3754.jpg,image.7344.jpg,image.12250.jpg,image.11979.jpg
6488,lobeliaceae,lobeliaceae family,image.3.jpg,image.13762.jpg,image.4.jpg,image.707.jpg,image.1.jpg,image.2.jpg,image.13652.jpg,image.853.jpg,image.5.jpg,image.6462.jpg,image.853.jpg
10145,tripos,tripos test,image.14013.jpg,image.8934.jpg,image.816.jpg,image.9376.jpg,image.722.jpg,image.14830.jpg,image.817.jpg,image.5191.jpg,image.802.jpg,image.819.jpg,image.14013.jpg
7154,earthmother,earthmother earth-goddess,image.14311.jpg,image.10730.jpg,image.895.jpg,image.6355.jpg,image.6067.jpg,image.1884.jpg,image.894.jpg,image.10699.jpg,image.897.jpg,image.898.jpg,image.14311.jpg
